dias;Appliances;lights;T1;RH_1;T2;RH_2;T3;RH_3;T4;RH_4;T5;RH_5;T6;RH_6;T7;RH_7;T8;RH_8;T9;RH_9;T_out;Press_mm_hg;RH_out;Windspeed;Visibility;Tdewpoint;rv1;rv2
Sexta;100;0;20,96;38,76;19,29;40,00;21,79;37,29;20,60;37,33;19,29;45,66;10,07;28,97;20,00;33,73;22,36;41,00;19,29;37,40;8,80;756,20;70,50;4,00;24,00;3,60;47,09;47,09
Sexta;70;0;20,96;38,70;19,29;40,00;21,70;37,20;20,60;37,06;19,29;45,53;9,93;30,36;20,00;33,86;22,50;41,00;19,29;37,29;8,70;756,20;72,00;4,00;24,33;3,80;6,55;6,55
Sexta;80;0;20,96;38,79;19,20;40,00;21,70;37,26;20,60;37,00;19,29;45,36;9,80;31,76;20,00;33,96;22,50;40,93;19,29;37,29;8,60;756,20;73,50;4,00;24,67;4,00;11,42;11,42
Sexta;90;0;20,89;38,79;19,22;40,12;21,67;37,26;20,60;36,90;19,29;45,29;9,73;32,83;20,00;34,16;22,50;40,84;19,29;37,20;8,50;756,20;75,00;4,00;25,00;4,20;31,07;31,07
Sexta;160;0;21,00;38,83;19,23;40,23;21,60;37,20;20,60;36,90;19,29;45,16;9,60;33,70;19,96;34,33;22,53;40,86;19,29;37,24;8,43;756,22;75,50;4,00;24,67;4,25;18,33;18,33
Sexta;560;0;21,00;38,90;19,29;40,20;21,70;37,20;20,53;36,90;19,29;45,03;9,53;34,30;19,89;34,47;22,53;40,73;19,29;37,20;8,37;756,23;76,00;4,00;24,33;4,30;5,80;5,80
Sexta;390;0;21,03;40,67;19,29;40,26;21,70;37,20;20,53;36,90;19,29;45,00;9,36;35,39;20,00;34,66;22,50;40,59;19,23;37,20;8,30;756,25;76,50;4,00;24,00;4,35;27,94;27,94
Sexta;190;0;21,17;46,46;19,43;41,30;21,73;37,20;20,50;36,84;19,29;45,06;9,23;36,27;20,00;34,86;22,50;40,53;19,23;37,20;8,23;756,27;77,00;4,00;23,67;4,40;46,33;46,33
Sexta;80;10;21,39;48,33;19,57;42,70;21,79;37,33;20,50;36,79;19,29;45,39;9,13;36,86;20,00;35,07;22,57;40,40;19,26;37,26;8,17;756,28;77,50;4,00;23,33;4,45;42,64;42,64
Sexta;90;10;21,46;46,40;19,73;43,50;21,89;38,13;20,50;36,79;19,23;45,72;8,93;37,13;20,00;35,02;22,50;40,13;19,20;37,20;8,10;756,30;78,00;4,00;23,00;4,50;32,53;32,53
Sexta;90;0;21,50;44,99;19,79;43,50;21,89;38,53;20,39;36,73;19,23;46,10;8,73;38,17;20,00;34,90;22,53;40,20;19,20;37,20;8,00;756,32;78,83;3,83;22,67;4,53;28,17;28,17
Sexta;80;0;21,60;43,39;19,93;43,40;21,93;38,73;20,39;36,73;19,29;46,29;8,50;39,52;19,93;34,76;22,53;40,20;19,20;37,20;7,90;756,33;79,67;3,67;22,33;4,57;42,28;42,28
Sexta;100;0;21,60;42,67;20,07;43,13;22,00;38,72;20,39;36,70;19,29;46,36;8,26;41,13;20,00;34,63;22,50;40,20;19,20;37,20;7,80;756,35;80,50;3,50;22,00;4,60;9,00;9,00
Sexta;100;10;21,70;42,03;20,10;42,69;22,00;38,63;20,39;36,76;19,29;46,23;8,07;42,53;20,10;36,67;22,57;40,26;19,20;37,20;7,70;756,37;81,33;3,33;21,67;4,63;44,09;44,09
Sexta;120;0;21,70;41,43;20,17;42,30;22,00;38,53;20,39;36,79;19,29;45,97;7,93;43,67;20,43;37,13;22,53;40,46;19,20;37,23;7,60;756,38;82,17;3,17;21,33;4,67;2,58;2,58
Sexta;100;10;21,79;41,03;20,23;41,90;22,07;38,47;20,39;36,79;19,43;45,83;7,76;44,82;20,39;36,60;22,60;40,59;19,20;37,29;7,50;756,40;83,00;3,00;21,00;4,70;6,06;6,06
Sexta;100;10;21,86;40,77;20,29;41,77;22,13;38,33;20,39;36,79;20,17;71,77;7,69;45,90;20,32;36,33;22,60;40,70;19,20;37,29;7,38;756,40;84,17;2,83;20,83;4,78;25,50;25,50
Sexta;100;30;22,00;40,53;20,43;41,59;22,20;38,20;20,39;36,93;20,57;69,77;7,69;47,26;20,26;36,13;22,60;40,70;19,20;37,29;7,27;756,40;85,33;2,67;20,67;4,87;15,47;15,47
Sexta;100;30;22,07;40,33;20,50;41,46;22,20;38,16;20,43;37,70;20,55;64,89;7,62;47,86;20,33;36,93;22,60;40,83;19,20;37,40;7,15;756,40;86,50;2,50;20,50;4,95;45,84;45,84
Sexta;90;20;22,10;40,03;20,60;41,06;22,20;38,09;20,50;38,30;20,36;62,16;7,59;49,00;20,63;37,36;22,60;40,90;19,20;37,40;7,03;756,40;87,67;2,33;20,33;5,03;17,83;17,83
Sexta;80;20;22,17;39,83;20,60;40,86;22,20;38,00;20,60;38,63;20,23;60,09;7,53;49,73;20,70;37,23;22,60;41,16;19,20;37,43;6,92;756,40;88,83;2,17;20,17;5,12;45,20;45,20
Sexta;110;0;22,20;39,66;20,60;40,76;22,20;38,00;20,67;38,90;20,20;61,87;7,50;50,86;20,60;37,23;22,60;41,43;19,20;37,50;6,80;756,40;90,00;2,00;20,00;5,20;20,08;20,08
Sexta;80;0;22,20;39,53;20,63;40,80;22,20;37,90;20,79;38,97;20,87;79,80;7,50;51,86;20,53;37,36;22,60;41,63;19,17;37,53;6,75;756,35;90,50;2,17;26,83;5,23;42,43;42,43
Sexta;110;0;22,29;39,63;20,63;40,83;22,26;37,97;20,73;38,90;21,13;82,96;7,50;53,13;20,50;37,33;22,68;41,85;19,10;37,59;6,70;756,30;91,00;2,33;33,67;5,27;36,89;36,89
Sexta;100;0;22,29;39,63;20,60;40,76;22,23;37,93;20,70;38,79;20,93;80,56;7,43;54,00;20,50;37,40;22,70;42,03;19,10;37,59;6,65;756,25;91,50;2,50;40,50;5,30;41,83;41,83
Sexta;90;0;22,29;39,50;20,60;40,70;22,23;37,93;20,70;38,79;20,67;78,50;7,26;54,89;20,46;37,29;22,63;42,27;19,10;37,70;6,60;756,20;92,00;2,67;47,33;5,33;42,03;42,03
Sexta;90;0;22,29;39,43;20,57;40,73;22,20;37,90;20,70;38,79;20,53;76,69;7,19;56,23;20,39;37,29;22,63;42,40;19,10;37,70;6,55;756,15;92,50;2,83;54,17;5,37;34,64;34,64
Sexta;70;10;22,29;39,46;20,50;41,06;22,20;37,90;20,70;38,83;20,60;64,43;7,09;57,29;20,39;37,36;22,70;42,73;19,10;37,73;6,50;756,10;93,00;3,00;61,00;5,40;35,54;35,54
Sexta;80;10;22,29;39,59;20,50;41,46;22,20;38,03;20,70;38,90;20,67;58,10;7,02;58,22;20,39;37,22;22,70;42,86;19,10;37,79;6,50;756,05;93,00;3,00;60,00;5,42;16,44;16,44
Sexta;50;0;22,29;39,73;20,43;41,59;22,20;38,09;20,70;39,09;20,67;54,29;7,00;59,06;20,39;37,26;22,70;43,36;19,13;38,03;6,50;756,00;93,00;3,00;59,00;5,43;27,55;27,55
Sexta;50;0;22,29;39,77;20,36;41,53;22,10;38,13;20,70;39,03;20,60;52,90;6,97;59,70;20,32;37,29;22,70;43,69;19,20;38,76;6,50;755,95;93,00;3,00;58,00;5,45;26,74;26,74
Sexta;70;0;22,29;39,70;20,29;41,66;22,10;38,20;20,60;39,00;20,46;53,33;6,90;60,50;20,39;37,36;22,70;44,07;19,20;39,10;6,50;755,90;93,00;3,00;57,00;5,47;24,15;24,15
Sexta;60;0;22,20;39,59;20,29;41,70;22,10;38,26;20,60;39,00;20,32;53,80;6,90;61,16;20,39;37,46;22,70;44,20;19,20;39,43;6,50;755,85;93,00;3,00;56,00;5,48;16,96;16,96
Sexta;50;0;22,20;39,53;20,23;41,70;22,00;38,20;20,60;38,90;20,29;54,13;6,90;61,56;20,39;37,66;22,70;44,33;19,20;39,63;6,50;755,80;93,00;3,00;55,00;5,50;5,81;5,81
Sexta;50;0;22,20;39,50;20,17;41,79;22,00;38,20;20,53;38,90;20,23;54,20;6,87;62,19;20,36;37,83;22,70;44,47;19,20;39,76;6,47;755,78;93,50;3,00;53,33;5,53;42,03;42,03
Sexta;50;0;22,20;39,50;20,10;41,79;22,00;38,23;20,50;38,90;20,20;54,20;6,80;62,60;20,36;37,90;22,70;44,66;19,29;40,03;6,43;755,77;94,00;3,00;51,67;5,57;23,05;23,05
Sexta;50;0;22,10;39,50;20,00;41,79;22,00;38,23;20,50;38,83;20,20;54,20;6,90;63,13;20,32;37,90;22,70;44,86;19,23;40,09;6,40;755,75;94,50;3,00;50,00;5,60;23,11;23,11
Sexta;40;0;22,10;39,56;20,00;41,79;22,00;38,29;20,46;38,76;20,10;54,15;6,90;63,13;20,32;37,97;22,70;45,13;19,26;40,20;6,37;755,73;95,00;3,00;48,33;5,63;49,75;49,75
Sexta;60;0;22,10;39,59;19,89;41,83;22,00;38,29;20,39;38,70;20,10;54,00;6,90;63,67;20,39;38,16;22,70;45,26;19,26;40,33;6,33;755,72;95,50;3,00;46,67;5,67;26,33;26,33
Sabado;60;0;22,03;39,53;19,89;41,97;21,93;38,29;20,39;38,70;20,10;53,93;6,83;64,06;20,39;38,36;22,67;45,26;19,29;40,53;6,30;755,70;96,00;3,00;45,00;5,70;49,61;49,61
Sabado;60;0;22,00;39,50;19,79;41,93;22,00;38,29;20,39;38,70;20,00;53,66;6,87;64,46;20,39;38,50;22,60;45,20;19,29;40,66;6,30;755,67;96,00;3,00;43,67;5,70;28,79;28,79
Sabado;60;0;22,00;39,50;19,72;42,00;22,00;38,29;20,39;38,70;20,00;53,53;6,73;64,73;20,39;38,63;22,57;45,20;19,29;40,83;6,30;755,63;96,00;3,00;42,33;5,70;34,37;34,37
Sabado;50;0;22,00;39,50;19,63;41,93;22,00;38,29;20,39;38,70;19,96;53,36;6,69;65,36;20,39;38,73;22,50;45,40;19,29;41,07;6,30;755,60;96,00;3,00;41,00;5,70;37,20;37,20
Sabado;50;0;21,93;39,50;19,60;42,00;22,00;38,29;20,36;38,70;19,96;53,23;6,69;65,90;20,39;38,73;22,45;45,70;19,29;41,26;6,30;755,57;96,00;3,00;39,67;5,70;48,25;48,25
Sabado;40;0;21,89;39,50;19,53;42,00;22,00;38,36;20,29;38,70;19,89;52,97;6,69;66,50;20,39;38,59;22,46;46,16;19,29;41,43;6,30;755,53;96,00;3,00;38,33;5,70;22,41;22,41
Sabado;30;0;21,89;39,50;19,50;42,00;22,10;38,50;20,29;38,70;19,89;52,90;6,69;67,00;20,39;38,59;22,39;46,43;19,29;41,63;6,30;755,50;96,00;3,00;37,00;5,70;33,38;33,38
Sabado;30;0;21,86;39,47;19,43;41,93;22,10;38,50;20,29;38,70;19,89;52,70;6,69;67,37;20,39;38,59;22,39;46,77;19,29;41,93;6,30;755,45;95,83;3,17;38,67;5,68;1,02;1,02
Sabado;40;0;21,79;39,40;19,39;41,93;22,10;38,50;20,29;38,63;19,89;52,63;6,69;67,90;20,39;38,70;22,39;46,97;19,36;42,06;6,30;755,40;95,67;3,33;40,33;5,67;34,19;34,19
Sabado;50;0;21,79;39,40;19,39;42,00;22,10;38,50;20,29;38,59;19,79;52,29;6,69;68,30;20,39;38,86;22,39;47,27;19,36;42,33;6,30;755,35;95,50;3,50;42,00;5,65;23,62;23,62
Sabado;60;0;21,79;39,40;19,36;42,03;22,13;38,59;20,29;38,59;19,79;52,23;6,76;69,03;20,39;39,00;22,39;47,40;19,36;42,40;6,30;755,30;95,33;3,67;43,67;5,63;5,69;5,69
Sabado;50;0;21,73;39,40;19,29;42,09;22,20;38,59;20,29;38,59;19,76;52,06;6,69;69,49;20,46;39,13;22,39;47,50;19,39;42,50;6,30;755,25;95,17;3,83;45,33;5,62;32,02;32,02
Sabado;50;0;21,70;39,40;19,26;42,16;22,20;38,66;20,23;38,53;19,76;52,00;6,69;69,83;20,39;39,13;22,32;47,56;19,39;42,56;6,30;755,20;95,00;4,00;47,00;5,60;34,99;34,99
Sabado;60;0;21,70;39,40;19,20;42,09;22,20;38,70;20,20;38,50;19,76;51,86;6,69;70,03;20,39;39,20;22,36;47,66;19,39;42,63;6,27;755,12;95,33;4,00;45,67;5,60;37,55;37,55
Sabado;50;0;21,70;39,43;19,20;42,20;22,20;38,70;20,20;38,50;19,70;51,73;6,66;70,23;20,39;39,27;22,29;47,86;19,39;42,70;6,23;755,03;95,67;4,00;44,33;5,60;32,28;32,28
Sabado;50;0;21,63;39,50;19,13;42,26;22,29;38,79;20,20;38,50;19,70;51,59;6,59;70,43;20,39;39,40;22,29;47,90;19,39;42,79;6,20;754,95;96,00;4,00;43,00;5,60;0,89;0,89
Sabado;50;0;21,60;39,50;19,10;42,33;22,23;38,79;20,20;38,50;19,70;51,53;6,59;70,73;20,39;39,43;22,29;47,97;19,39;42,86;6,17;754,87;96,33;4,00;41,67;5,60;29,67;29,67
Sabado;50;0;21,60;39,50;19,10;42,47;22,29;38,83;20,20;38,50;19,70;51,40;6,59;70,87;20,39;39,63;22,29;47,97;19,39;43,00;6,13;754,78;96,67;4,00;40,33;5,60;37,97;37,97
Sabado;60;0;21,50;39,50;19,07;42,47;22,29;38,90;20,20;38,50;19,70;51,32;6,56;71,03;20,39;39,79;22,29;47,83;19,39;43,00;6,10;754,70;97,00;4,00;39,00;5,60;3,35;3,35
Sabado;60;0;21,50;39,56;19,00;42,47;22,29;38,90;20,10;38,56;19,70;51,23;6,56;71,16;20,46;39,86;22,23;47,70;19,50;43,09;6,10;754,63;97,00;4,17;38,67;5,60;46,52;46,52
Sabado;50;0;21,50;39,53;19,00;42,50;22,29;38,90;20,10;38,56;19,67;51,06;6,56;71,37;20,46;39,86;22,23;47,63;19,50;43,09;6,10;754,57;97,00;4,33;38,33;5,60;31,71;31,71
Sabado;60;0;21,50;39,59;18,92;42,57;22,29;38,90;20,10;38,59;19,60;51,00;6,50;71,56;20,39;39,79;22,20;47,56;19,50;43,20;6,10;754,50;97,00;4,50;38,00;5,60;31,78;31,78
Sabado;50;0;21,39;39,50;18,89;42,59;22,36;38,97;20,10;38,59;19,60;50,97;6,50;71,76;20,46;39,93;22,20;47,43;19,50;43,22;6,10;754,43;97,00;4,67;37,67;5,60;6,46;6,46
Sabado;50;0;21,39;39,50;18,89;42,70;22,29;38,97;20,10;38,59;19,60;50,90;6,50;72,00;20,39;39,79;22,20;47,33;19,50;43,36;6,10;754,37;97,00;4,83;37,33;5,60;41,50;41,50
Sabado;50;0;21,39;39,50;18,89;42,76;22,36;38,97;20,10;38,59;19,60;50,76;6,50;72,16;20,39;39,79;22,20;47,13;19,46;43,40;6,10;754,30;97,00;5,00;37,00;5,60;14,95;14,95
Sabado;60;0;21,39;39,50;18,86;42,76;22,39;38,97;20,10;38,59;19,60;50,70;6,50;72,33;20,39;39,73;22,20;47,00;19,46;43,47;6,13;754,23;96,67;5,00;37,33;5,60;29,11;29,11
Sabado;50;0;21,39;39,50;18,79;42,76;22,39;38,97;20,07;38,56;19,60;50,59;6,50;72,40;20,39;39,70;22,20;47,00;19,39;43,40;6,17;754,17;96,33;5,00;37,67;5,60;15,07;15,07
Sabado;60;0;21,39;39,50;18,76;42,83;22,39;39,00;20,00;38,50;19,60;50,53;6,50;72,59;20,39;39,70;22,20;47,06;19,46;43,47;6,20;754,10;96,00;5,00;38,00;5,60;27,00;27,00
Sabado;50;0;21,36;39,50;18,76;42,90;22,39;39,00;20,00;38,56;19,50;50,47;6,50;72,66;20,39;39,83;22,10;47,00;19,43;43,43;6,23;754,03;95,67;5,00;38,33;5,60;41,14;41,14
Sabado;50;0;21,29;39,50;18,70;43,00;22,39;39,00;20,00;38,50;19,50;50,40;6,50;72,69;20,39;40,00;22,10;47,00;19,50;43,56;6,27;753,97;95,33;5,00;38,67;5,60;11,52;11,52
Sabado;50;0;21,29;39,59;18,70;43,00;22,39;39,00;20,00;38,50;19,50;50,29;6,50;72,76;20,39;39,93;22,10;46,97;19,46;43,59;6,30;753,90;95,00;5,00;39,00;5,60;47,91;47,91
Sabado;40;0;21,20;39,50;18,70;43,09;22,39;39,00;20,00;38,56;19,50;50,23;6,50;72,80;20,39;40,00;22,10;46,90;19,46;43,59;6,27;753,85;95,00;5,17;38,83;5,57;10,80;10,80
Sabado;60;0;21,20;39,50;18,63;43,09;22,39;39,00;20,00;38,53;19,50;50,20;6,43;72,80;20,39;40,00;22,10;46,79;19,50;43,59;6,23;753,80;95,00;5,33;38,67;5,53;38,64;38,64
Sabado;50;0;21,20;39,50;18,60;43,09;22,39;39,00;20,00;38,59;19,50;50,13;6,50;72,90;20,39;40,00;22,10;46,79;19,50;43,66;6,20;753,75;95,00;5,50;38,50;5,50;4,29;4,29
Sabado;50;0;21,20;39,50;18,60;43,16;22,39;39,00;19,93;38,59;19,50;50,23;6,50;72,97;20,39;40,00;22,07;46,66;19,46;43,70;6,17;753,70;95,00;5,67;38,33;5,47;17,80;17,80
Sabado;40;0;21,20;39,59;18,60;43,20;22,39;39,00;19,93;38,59;19,50;50,23;6,50;72,96;20,39;40,00;22,07;46,59;19,39;43,70;6,13;753,65;95,00;5,83;38,17;5,43;42,47;42,47
Sabado;40;0;21,20;39,59;18,53;43,20;22,39;39,00;19,89;38,59;19,50;50,26;6,50;73,09;20,39;40,19;22,10;46,59;19,46;43,76;6,10;753,60;95,00;6,00;38,00;5,40;20,34;20,34
Sabado;30;0;21,10;39,59;18,50;43,29;22,39;39,00;19,89;38,59;19,47;50,09;6,50;73,09;20,39;40,20;22,10;46,53;19,46;43,76;6,10;753,53;95,33;6,00;38,50;5,43;5,57;5,57
Sabado;30;0;21,10;39,59;18,50;43,29;22,36;39,00;19,89;38,59;19,39;50,00;6,43;73,09;20,39;40,26;22,07;46,43;19,50;43,79;6,10;753,47;95,67;6,00;39,00;5,47;40,83;40,83
Sabado;60;0;21,10;39,59;18,50;43,40;22,29;39,00;19,89;38,59;19,39;49,97;6,40;73,19;20,39;40,26;22,00;46,29;19,50;43,79;6,10;753,40;96,00;6,00;39,50;5,50;20,29;20,29
Sabado;40;0;21,10;39,59;18,50;43,40;22,29;39,03;19,89;38,59;19,39;49,90;6,42;73,32;20,39;40,20;22,00;46,26;19,50;43,79;6,10;753,33;96,33;6,00;40,00;5,53;20,58;20,58
Sabado;60;0;21,10;39,63;18,50;43,47;22,29;39,09;19,89;38,59;19,39;49,79;6,50;73,50;20,39;40,29;22,00;46,20;19,50;43,87;6,10;753,27;96,67;6,00;40,50;5,57;34,06;34,06
Sabado;50;10;21,10;39,70;18,39;43,40;22,29;39,09;19,89;38,59;19,39;49,79;6,50;73,53;20,39;40,49;22,00;46,23;19,50;43,97;6,10;753,20;97,00;6,00;41,00;5,60;17,41;17,41
Sabado;90;0;21,00;39,73;18,39;43,40;22,29;39,09;19,89;38,59;19,39;49,79;6,50;73,59;20,50;41,26;22,00;46,29;19,50;43,97;6,15;753,23;97,00;6,00;42,50;5,65;38,35;38,35
Sabado;70;10;21,00;40,12;18,39;43,63;22,29;38,97;19,89;38,84;19,39;49,79;6,53;73,62;20,43;40,87;21,96;45,77;19,50;43,90;6,20;753,27;97,00;6,00;44,00;5,70;6,43;6,43
Sabado;60;0;21,10;40,63;18,39;43,83;22,23;38,83;19,89;38,93;19,39;49,70;6,53;73,69;20,39;40,19;21,89;45,15;19,50;43,76;6,25;753,30;97,00;6,00;45,50;5,75;5,88;5,88
Sabado;70;0;21,03;40,63;18,39;43,97;22,20;38,66;19,89;38,93;19,39;49,63;6,59;73,69;20,32;39,80;21,89;44,69;19,50;43,70;6,30;753,33;97,00;6,00;47,00;5,80;3,72;3,72
Sabado;50;0;21,00;40,57;18,39;43,90;22,13;38,53;19,89;38,90;19,39;49,56;6,59;73,69;20,29;39,30;21,79;44,13;19,50;43,56;6,35;753,37;97,00;6,00;48,50;5,85;45,28;45,28
Sabado;60;0;21,00;40,63;18,39;44,03;22,07;38,36;19,89;38,90;19,39;49,50;6,69;73,80;20,29;38,93;21,79;43,86;19,43;43,36;6,40;753,40;97,00;6,00;50,00;5,90;37,61;37,61
Sabado;40;0;21,00;40,45;18,39;44,09;22,00;38,29;19,86;38,86;19,32;49,53;6,69;73,80;20,23;38,66;21,79;43,53;19,50;43,16;6,42;753,43;97,00;6,00;50,83;5,92;6,80;6,80
Sabado;50;0;21,00;40,29;18,39;44,13;21,89;38,20;19,79;38,79;19,32;49,53;6,73;73,80;20,20;38,43;21,79;43,33;19,50;42,96;6,43;753,47;97,00;6,00;51,67;5,93;25,98;25,98
Sabado;50;0;21,00;40,29;18,39;44,20;21,89;38,09;19,79;38,70;19,39;49,36;6,80;73,80;20,20;38,23;21,70;43,06;19,46;42,69;6,45;753,50;97,00;6,00;52,50;5,95;8,37;8,37
Sabado;300;10;21,00;40,43;18,39;44,20;21,89;38,09;19,79;38,70;19,32;49,29;6,80;73,80;20,20;38,06;21,70;42,93;19,39;42,43;6,47;753,53;97,00;6,00;53,33;5,97;26,59;26,59
Sabado;140;10;21,00;40,50;18,39;44,20;21,79;38,00;19,79;38,70;19,39;49,09;6,87;73,87;20,20;37,93;21,67;42,86;19,39;42,22;6,48;753,57;97,00;6,00;54,17;5,98;0,19;0,19
Sabado;490;0;21,00;40,40;18,39;44,06;21,79;38,06;19,79;38,70;19,32;49,03;7,00;73,90;20,17;37,86;21,60;42,73;19,39;42,03;6,50;753,60;97,00;6,00;55,00;6,00;22,64;22,64
Sabado;370;0;21,00;40,40;18,39;44,06;21,79;38,09;19,79;38,70;19,29;48,90;7,00;73,90;20,10;37,79;21,60;42,59;19,39;41,93;6,58;753,62;96,83;5,83;56,17;6,07;35,93;35,93
Sabado;370;0;20,89;40,70;18,39;44,09;21,79;38,16;19,79;38,70;19,29;48,90;7,09;74,00;20,10;37,70;21,60;42,53;19,46;41,86;6,67;753,63;96,67;5,67;57,33;6,13;38,42;38,42
Sabado;210;0;20,89;40,70;18,39;44,22;21,79;38,20;19,79;38,83;19,29;48,83;7,12;74,00;20,10;37,63;21,60;42,47;19,39;41,70;6,75;753,65;96,50;5,50;58,50;6,20;11,44;11,44
Sabado;60;0;20,89;40,77;18,39;44,50;21,79;38,13;19,79;38,97;19,29;48,76;7,26;74,06;20,10;37,59;21,53;42,40;19,39;41,63;6,83;753,67;96,33;5,33;59,67;6,27;40,07;40,07
Sabado;70;0;20,89;40,83;18,39;44,50;21,79;38,16;19,73;39,13;19,29;48,63;7,53;74,19;20,10;37,53;21,50;42,29;19,39;41,50;6,92;753,68;96,17;5,17;60,83;6,33;20,34;20,34
Sabado;90;0;20,89;40,66;18,45;44,40;21,73;38,09;19,79;39,26;19,29;48,50;7,66;74,33;20,10;37,50;21,50;42,29;19,39;41,42;7,00;753,70;96,00;5,00;62,00;6,40;5,59;5,59
Sabado;80;0;20,89;40,59;18,46;44,33;21,70;38,20;19,79;39,29;19,29;48,50;7,69;74,30;20,10;37,50;21,50;42,26;19,39;41,40;7,08;753,75;95,83;4,83;62,33;6,47;10,82;10,82
Sabado;310;0;21,00;40,50;18,46;44,26;21,70;38,20;19,79;39,29;19,29;48,36;7,76;74,30;20,07;37,47;21,50;42,20;19,39;41,29;7,17;753,80;95,67;4,67;62,67;6,53;22,87;22,87
Sabado;370;0;21,00;40,43;18,50;44,29;21,60;38,09;19,75;39,29;19,29;48,29;7,87;74,33;20,00;37,47;21,50;42,20;19,39;41,29;7,25;753,85;95,50;4,50;63,00;6,60;30,29;30,29
Sabado;60;0;21,00;40,43;18,50;44,23;21,60;38,16;19,70;39,29;19,29;48,20;8,07;74,47;20,00;37,50;21,43;42,13;19,39;41,26;7,33;753,90;95,33;4,33;63,33;6,67;12,40;12,40
Sabado;40;0;21,00;40,50;18,50;44,20;21,67;38,16;19,70;39,36;19,29;48,13;8,23;74,53;20,00;37,50;21,39;42,09;19,39;41,20;7,42;753,95;95,17;4,17;63,67;6,73;45,32;45,32
Sabado;250;0;21,00;40,47;18,50;44,20;21,60;38,16;19,70;39,40;19,26;48,03;8,30;74,66;20,00;37,50;21,39;42,09;19,39;41,20;7,50;754,00;95,00;4,00;64,00;6,80;34,45;34,45
Sabado;780;0;21,00;40,40;18,50;44,13;21,60;38,13;19,70;39,40;19,20;47,83;8,46;74,73;20,00;37,59;21,39;42,09;19,39;41,20;7,68;754,05;95,00;4,00;63,83;6,98;17,12;17,12
Sabado;520;0;21,00;40,53;18,50;44,33;21,60;38,40;19,70;39,43;19,29;47,86;8,73;74,87;20,00;37,59;21,39;42,09;19,39;41,16;7,87;754,10;95,00;4,00;63,67;7,17;44,68;44,68
Sabado;440;0;21,07;40,87;18,60;44,77;21,84;39,25;19,70;39,50;19,29;47,79;9,10;75,12;20,00;37,70;21,32;42,09;19,39;41,09;8,05;754,15;95,00;4,00;63,50;7,35;31,63;31,63
Sabado;600;0;21,10;41,16;18,67;45,10;22,23;40,07;19,70;39,53;19,20;47,70;9,23;75,19;20,00;37,70;21,29;42,13;19,39;41,09;8,23;754,20;95,00;4,00;63,33;7,53;45,00;45,00
Sabado;530;0;21,13;43,39;18,70;45,57;22,50;40,33;19,70;39,59;19,20;47,70;9,30;75,19;20,00;37,83;21,29;42,20;19,39;41,09;8,42;754,25;95,00;4,00;63,17;7,72;11,68;11,68
Sabado;290;0;21,20;42,86;18,70;46,10;22,76;40,63;19,70;39,70;19,20;47,73;9,43;75,26;20,00;37,90;21,29;42,20;19,39;41,13;8,60;754,30;95,00;4,00;63,00;7,90;4,31;4,31
Sabado;240;0;21,29;43,03;18,82;46,73;23,03;40,76;19,70;39,76;19,20;47,79;9,73;75,47;20,00;38,00;21,29;42,34;19,39;41,20;8,60;754,43;94,17;4,33;57,33;7,77;10,88;10,88
Sabado;240;0;21,36;42,90;18,89;46,93;23,20;40,72;19,70;39,83;19,23;47,96;9,86;75,47;20,00;38,09;21,29;42,40;19,39;41,20;8,60;754,57;93,33;4,67;51,67;7,63;24,35;24,35
Sabado;80;0;21,39;42,63;18,93;46,86;23,26;40,46;19,70;39,97;19,23;48,09;9,99;74,30;20,00;38,20;21,29;42,47;19,39;41,26;8,60;754,70;92,50;5,00;46,00;7,50;39,78;39,78
Sabado;60;0;21,39;42,43;19,00;46,60;23,29;40,13;19,70;40,03;19,25;48,15;10,07;72,87;20,00;38,20;21,26;42,47;19,43;41,60;8,60;754,83;91,67;5,33;40,33;7,37;6,68;6,68
Sabado;50;0;21,39;42,26;19,00;46,33;23,16;39,73;19,70;40,09;19,20;48,09;9,87;70,79;20,00;38,20;21,26;42,53;19,43;41,86;8,60;754,97;90,83;5,67;34,67;7,23;47,38;47,38
Sabado;230;0;21,46;42,13;19,00;46,07;22,96;39,36;19,70;40,09;19,20;48,03;9,53;68,70;20,00;38,20;21,26;42,47;19,39;41,93;8,60;755,10;90,00;6,00;29,00;7,10;42,32;42,32
Sabado;690;10;21,50;41,97;19,00;45,84;22,82;39,23;19,70;40,09;19,20;48,00;9,46;67,70;20,00;38,06;21,20;42,40;19,47;42,15;8,87;755,20;86,83;6,00;30,83;6,78;23,34;23,34
Sabado;570;0;21,50;41,83;19,13;45,80;22,89;39,50;19,70;40,09;19,26;48,06;9,97;67,16;20,00;37,93;21,20;42,29;19,50;42,13;9,13;755,30;83,67;6,00;32,67;6,47;32,87;32,87
Sabado;330;0;21,50;41,86;19,26;45,59;22,96;39,70;19,70;40,03;19,26;48,06;10,36;63,90;20,00;37,86;21,20;42,23;19,50;42,06;9,40;755,40;80,50;6,00;34,50;6,15;31,63;31,63
Sabado;270;0;21,57;41,79;19,32;45,56;23,23;39,93;19,70;39,95;19,26;48,06;10,29;57,59;20,07;37,73;21,20;42,13;19,50;41,93;9,67;755,50;77,33;6,00;36,33;5,83;14,69;14,69
